기준_년분기_코드,행정동_코드,행정동_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
20224,11650530,서초3동,332,25,30,,3,30,1,1,1,3,2,,,,,,,1,2,77
20224,11680580,삼성1동,199,6,26,,3,13,1,1,1,1,,1,,1,,,,,3,38
20224,11680730,일원1동,74,4,1,,,11,1,2,,1,,,,,,,,,,18
20224,11710641,문정1동,70,3,1,,,5,1,1,1,,,,,,,,,,,19
20224,11710590,송파2동,79,3,1,,,11,3,1,2,3,,,,,,,,,,7
20224,11710570,오금동,134,5,5,,,13,3,3,4,2,,,,,,,,,3,27
20224,11710710,잠실6동,144,4,17,,1,23,,1,1,,,,,1,,,,,2,13
20224,11740520,상일동,105,4,2,1,,8,4,2,2,5,,,,,,,,,,37
20224,11740580,암사2동,61,1,3,,,6,1,2,,,,,,,,,,,1,6
20224,11740600,천호1동,92,4,1,,,11,,1,1,1,1,,,1,,,,,1,11
20224,11110670,창신1동,111,3,4,,,9,,2,,,,,1,,7,,,,2,11
20224,11140590,광희동,185,3,16,1,,14,,,1,,,,1,3,11,,,,3,19
20224,11140520,소공동,231,13,29,,,10,,1,4,3,,1,,3,3,,,,3,37
20224,11170640,이촌2동,26,2,,,,1,,,,,,,,,,,,,,11
20224,11170625,한강로동,242,19,19,,,21,,2,,1,,,5,3,2,,,,7,41
20224,11200615,금호2?3가동,135,3,2,,,13,,1,,,,,,,,,,,,46
20224,11200650,성수1가1동,83,4,2,,,4,1,2,1,1,,,,1,,,,,1,33
20224,11200535,왕십리도선동,189,4,4,,2,20,2,2,,2,,,,,,,,,,26
20224,11230560,전농1동,152,5,2,,1,13,3,1,1,1,,,,1,5,,,,3,35
20224,11260520,면목2동,112,3,,,1,11,2,2,,,,,8,,1,,,,,25
20224,11260580,상봉1동,78,3,1,,1,8,2,1,2,1,,,,,,,,,4,12
20224,11290685,길음2동,112,5,,,3,14,,,,,,,,,,,,,,23
20224,11290600,안암동,167,4,6,1,1,10,,1,1,1,71,,,,,,,,1,35
20224,11305535,미아동,144,3,3,,1,14,,,,1,4,,,,,,,,1,28
20224,11305603,번2동,110,5,,,,7,1,,1,,,,,,1,,,,,54
20224,11305608,번3동,95,3,1,,,8,,2,,,,,,,,,,,,37
20224,11305635,수유3동,158,4,6,,1,16,,,1,,,,,1,,,,,1,30
20224,11320690,방학1동,148,6,6,,2,15,2,1,1,1,,,,,,,,,1,39
20224,11320710,방학3동,112,3,3,,,6,3,3,1,,,,,,,,,,,47
20224,11320512,창2동,95,3,,,1,8,1,1,,,,,,,,,,,,44
20224,11350640,상계2동,182,2,1,,2,19,1,1,1,,,,,1,,,,,2,33
20224,11350621,중계1동,85,2,3,,,7,,2,1,2,,,,,,,,,,18
20224,11380520,불광1동,198,6,4,,1,17,4,2,,,,,,1,,,,,3,49
20224,11380530,불광2동,113,6,1,,,5,,3,3,1,,,3,,,,,,,32
20224,11380650,수색동,60,5,2,,,5,1,1,,,,,2,,,,,,1,22
20224,11410660,홍은1동,86,3,,,,7,1,1,,,,,,,1,,,,,32
20224,11410640,홍제3동,129,3,3,,2,14,1,2,1,,3,,4,,6,,,,1,46
20224,11440655,서강동,156,6,4,,,7,1,1,,,20,,,,,,,,2,64
20224,11440730,성산2동,158,6,3,,,13,2,3,2,,,,1,1,,,,,2,47
20224,11440630,신수동,76,4,1,,1,5,1,1,1,1,,,,,,,,,,24
20224,11440555,아현동,145,5,8,,,16,1,1,1,1,,,,,1,,,,2,23
20224,11470560,신월1동,71,3,3,,,12,1,,,,,,,,,,,,,9
20224,11530720,고척1동,135,5,4,1,1,9,,3,1,1,12,,8,,4,,,,,31
20224,11560720,대림3동,126,2,7,,1,11,3,2,1,,2,,1,,,,,,2,46
20224,11590530,상도1동,201,5,4,,1,16,2,2,1,,23,,,,,,,,2,47
20224,11620585,낙성대동,148,2,3,,,10,,1,,,37,,,,2,,,,,37
20224,11620525,보라매동,83,1,1,,,5,,1,1,1,,,,,,,,,,25
20224,11650620,방배3동,112,4,3,,2,6,,2,,1,7,,,,,,,,,50
20224,11650621,방배4동,156,3,10,,,11,,1,,1,4,,,,1,,,,1,31
20224,11650590,방배본동,103,2,6,,,16,,1,,,,,1,,,,,,,25
20224,11680660,개포1동,38,1,1,,,1,,1,2,,,,,,,,,,,29
20224,11680690,개포4동,115,3,4,,,7,,2,1,1,,,,,,,,,,49
20224,11680700,세곡동,191,4,1,,,9,3,4,1,1,,,,,,,,,,95
20224,11680640,역삼1동,542,15,49,1,3,64,1,1,,,,,,3,1,,,,1,44
20224,11680650,역삼2동,195,3,14,,2,25,,1,2,1,1,,,,,,,,,31
20224,11710632,가락2동,143,3,6,,,17,4,2,1,,,,,,,,,,1,22
20224,11710600,석촌동,159,3,7,,2,27,3,2,,,,,,,,,,,,20
20224,11710720,잠실7동,30,2,4,,,4,,1,2,1,,,,,,,,,2,3
20224,11710650,잠실본동,192,5,9,,1,24,,1,,,,,,,,,,,1,12
20224,11740515,강일동,187,5,3,,,12,2,2,2,1,,,,,,,,,3,79
20224,11740685,길동,242,6,10,1,4,34,4,3,1,,1,,,,,,,,1,36
20224,11140570,필동,123,6,9,1,,7,,2,,1,19,,,2,1,,,,2,15
20224,11140670,황학동,76,1,6,,,10,,,,,,,,,7,,,,,6
20224,11170520,용산2가동,63,3,,,,4,,1,2,2,,,,,,,,,1,29
20224,11170630,이촌1동,102,4,9,,1,12,2,1,1,1,,,1,,,,,,,14
20224,11170580,효창동,66,1,1,,,5,,1,,1,1,,,,,,,,2,22
20224,11200550,사근동,128,5,3,1,,10,,2,1,2,52,,1,,,,,,2,34
20224,11200660,성수1가2동,79,3,6,,,6,,,1,1,1,,,,,,,,1,12
20224,11200720,송정동,44,2,,,1,5,,1,,,,,,,,,,,,17
20224,11215780,능동,47,4,,,1,5,,1,,1,,,,,,,,,1,5
20224,11215820,자양1동,106,3,4,1,,14,1,1,,,2,,,,,,,,,17
20224,11215840,자양3동,105,2,6,,,8,2,2,1,1,1,1,,1,,,,,,30
20224,11215770,중곡4동,105,2,2,,,7,,1,1,2,,,,,,,,,,37
20224,11230705,청량리동,154,9,4,1,,16,2,1,1,1,1,,,,2,,,,,34
20224,11260575,면목3?8동,150,4,1,1,,17,1,2,2,1,8,,,,1,,,,1,34
20224,11260550,면목5동,42,2,1,,,3,,,,,,,4,,,,,,,13
20224,11260570,면목7동,108,2,2,,1,11,,1,,,,,1,,,,,,,18
20224,11290575,동선동,146,1,4,,1,13,1,2,2,1,12,,,1,,,,,1,19
20224,11290810,석관동,154,6,3,,,16,2,2,1,1,,,1,,2,,,,2,32
20224,11290760,장위1동,103,4,1,,,8,6,1,1,,,,,,,,,,,37
20224,11290705,종암동,189,7,2,,1,17,3,2,2,1,2,,,,,,,,,56
20224,11305534,삼양동,165,4,1,,,14,3,2,,1,,,,,,,,,3,34
20224,11320521,도봉1동,122,4,1,,,9,2,2,1,1,2,,1,,,,,,,38
20224,11320511,창1동,94,3,2,,,7,1,1,2,1,,,,,,,,,1,28
20224,11350580,월계3동,135,5,3,,,8,4,3,1,,,,,,,,,,2,47
20224,11380560,구산동,127,3,,,1,8,3,3,2,3,,,,,,,,,,38
20224,11380510,녹번동,148,8,3,,2,12,1,3,,,,,1,1,,,,,2,35
20224,11410710,북가좌1동,60,1,2,,,5,2,1,1,1,,,,,,,,,,13
20224,11410720,북가좌2동,115,3,3,,,12,2,,,,,,,,,,,,,39
20224,11470530,목3동,96,3,4,,,11,1,,1,,,,,,,,,,,7
20224,11470610,신월6동,47,1,2,,1,5,1,1,1,,,,,,,,,,,15
20224,11470620,신정1동,94,7,3,,,9,2,2,1,,,,,,,,,,,26
20224,11500530,등촌2동,58,3,,,1,6,2,2,2,2,,,,,,,,,,8
20224,11500640,방화2동,124,4,,,,7,3,1,1,,,,2,1,,4,,,5,37
20224,11500550,화곡2동,65,2,,,,3,2,1,,,,,,,,,,,,30
20224,11500570,화곡4동,101,4,2,,,14,3,1,,2,,,,,,,,,,30
20224,11530740,개봉1동,163,5,3,,1,11,2,1,2,,4,,1,,,,,,1,57
20224,11530790,수궁동,154,3,1,,,5,2,1,1,6,,,1,,,,,,3,69
20224,11545610,독산1동,217,3,6,,2,17,2,4,3,,,,,1,3,,,,,74
20224,11545630,독산3동,119,4,4,,,14,2,2,2,1,,,1,,,,,,,29
20224,11560585,도림동,66,2,,,,6,2,,,,,,,,,,,,,28
20224,11560620,양평2동,131,8,6,,,7,1,2,1,2,,,,,3,,,,1,35
20224,11560535,영등포동,325,10,17,2,2,37,,1,,,1,,,1,16,,,,1,41
20224,11590520,노량진2동,72,5,4,,1,14,1,,,,,,,,1,,,,,14
20224,11590650,사당4동,62,2,1,,,6,,,1,,,,1,,,,,,,4
20224,11620735,대학동,283,5,6,,,11,,1,1,2,140,,,,,,,,,73
20224,11620665,서림동,74,2,,,,5,1,1,1,,,,,,,,,,,34
20224,11650570,반포2동,74,4,5,,,5,,2,1,,,,1,,,,,,1,25
20224,11710620,가락본동,144,5,9,1,5,21,1,2,2,,,,,,,,,,,21
20224,11710540,마천1동,73,4,1,,,8,1,1,,,,,,,1,,,,1,15
20224,11710550,마천2동,93,3,2,,,14,,1,,,,,,,,,,,,12
20224,11710642,문정2동,149,10,12,,1,22,,1,,,,,,2,,,,,3,14
20224,11710566,오륜동,74,4,6,,,6,1,2,2,3,11,,,,,,,,3,15
20224,11740560,고덕2동,78,3,1,,,9,1,2,1,2,,,,,,,,,1,25
20224,11740650,성내2동,113,2,3,,4,14,,,,,,,,1,,,,,3,16
20224,11740570,암사1동,90,2,1,,,8,1,1,,,1,,1,,,,,,,13
20224,11740590,암사3동,50,2,1,,,5,1,,2,1,,,,,,,,,,12
20224,11110550,부암동,84,4,2,,,1,1,2,1,1,14,,,,,,,,,38
20224,11170530,남영동,147,7,5,,,14,,,1,,,,,,12,,,,3,26
20224,11170685,한남동,171,30,11,1,,13,3,1,,,,,3,,,,,,2,36
20224,11200620,금호4가동,84,3,3,,,6,1,2,,,,,,,,,,,1,27
20224,11230730,휘경2동,84,5,1,1,,5,1,2,3,3,4,,,,,,,,,27
20224,11260620,묵1동,144,4,2,,2,11,2,1,2,2,,,,,,,,,,34
20224,11260630,묵2동,92,3,4,,,7,,2,,,,,,1,,,,,1,19
20224,11260590,상봉2동,127,4,3,,1,10,,,,,,,,2,2,,,1,1,18
20224,11260690,신내2동,104,6,3,,,12,3,4,,,,,,,,,,,,21
20224,11290580,돈암1동,42,1,,,,2,2,2,2,1,,,,,,,,,,15
20224,11290610,보문동,77,4,4,,,6,,2,,,,,,,1,,,,2,10
20224,11290630,정릉2동,110,4,3,,,6,1,2,,,,,,,,,,,1,50
20224,11305595,번1동,136,3,3,,1,14,1,1,1,,,,,1,,,,,,30
20224,11305575,삼각산동,114,2,1,,,9,1,,1,1,1,,,,,,,,,36
20224,11320522,도봉2동,127,8,3,,,7,1,1,1,1,1,,,,1,,,,3,49
20224,11320680,쌍문3동,78,3,3,1,,12,,,1,,,,,,1,,,,1,17
20224,11320513,창3동,66,1,,,,7,1,2,,,,,1,,,,,,,25
20224,11350624,중계4동,81,2,3,,,14,1,1,3,2,,,,,,,,,,6
20224,11380552,갈현2동,121,3,1,,1,15,5,2,1,5,,,,,,,,,1,34
20224,11380640,증산동,83,3,,,,8,1,1,2,,,,2,,,,,,1,16
20224,11410555,북아현동,76,2,2,,1,7,1,1,,1,,,,,,,,,,17
20224,11440700,망원2동,83,4,1,,,6,1,2,,,,,,,,,,,,33
20224,11440740,상암동,247,10,11,,,14,3,3,1,1,,,1,,,,,,4,104
20224,11500520,등촌1동,95,1,5,,1,10,,1,,,,,,1,,,,,,20
20224,11500593,화곡8동,95,2,3,,,8,1,,,,,,,,,,,,1,33
20224,11500590,화곡본동,145,3,,,1,11,1,2,,,,,,,,,,,,31
20224,11530550,구로4동,139,5,3,,,15,2,1,1,,,,1,,19,,,,,13
20224,11530800,항동,64,1,,,,2,1,1,,,10,,,,,,,,,37
20224,11560630,신길1동,85,1,2,1,1,13,,1,,,,,,,4,,,,2,25
20224,11560610,양평1동,87,5,3,,1,6,,1,,1,,,,,1,,,,1,22
20224,11560515,영등포본동,94,4,,,,10,2,2,1,2,,,,1,2,,,,1,23
20224,11590560,상도4동,112,3,1,,1,11,4,1,1,,,,,1,,,,,,36
20224,11590605,흑석동,195,6,6,1,,24,5,3,2,,16,,,,1,,,,1,50
20224,11620630,남현동,70,3,1,,,6,1,1,,,1,,,,,,,,,6
20224,11620645,서원동,94,3,1,1,1,9,,,1,,,,,1,,,,,,27
20224,11620565,성현동,104,4,,,,6,3,2,1,1,,,,,,,,,,38
20224,11620655,신원동,54,6,1,,,7,,1,,,1,,,,,,,,,10
20224,11620575,행운동,111,3,3,1,2,12,1,2,2,1,,,,,,,,,,15
20224,11650560,반포1동,140,6,6,,1,20,1,2,1,1,,,,,,,,,1,26
20224,11650600,방배1동,102,3,4,,1,10,,1,,,3,,1,,,,,,1,19
20224,11650651,양재1동,263,12,11,,1,20,3,4,1,,1,,,,,,,,2,86
20224,11680670,개포2동,135,3,3,,,9,5,4,1,3,,,,,,,,,3,50
20224,11680531,논현2동,240,8,16,,5,29,1,1,1,,4,,,2,,,,,1,33
20224,11680630,대치4동,159,4,12,1,1,18,,1,,,1,1,,,,,,,,14
20224,11680510,신사동,260,3,14,,,36,2,1,1,2,,1,,1,,,,,1,12
20224,11680545,압구정동,313,4,25,,5,30,1,1,2,2,,2,1,3,,,,,2,18
20224,11680720,일원본동,103,2,6,1,,15,2,2,1,2,,,,,,,,,1,32
20224,11710610,삼전동,118,4,2,,,14,3,1,1,1,,,,,1,,,,1,12
20224,11710690,잠실4동,74,3,3,,,10,1,2,,1,,,,,,,,,2,7
20224,11710646,장지동,136,4,3,,,10,1,2,1,3,,,,1,,,,,1,41
20224,11740700,둔촌2동,129,5,4,1,,17,2,1,2,1,,,,,,,,,1,32
20224,11110570,무악동,42,2,1,1,,4,1,1,,,,,,,,,,,1,7
20224,11110680,창신2동,38,2,1,,,5,,,,,,,,,,,,,,
20224,11140650,신당5동,65,4,2,,,5,,1,,2,,,,,,,,,,12
20224,11140540,회현동,211,9,17,,,16,1,,,,2,,2,1,2,,,,6,35
20224,11170590,용문동,54,1,,,,3,,,,,,,,,,,,,,22
20224,11170570,원효로2동,69,4,2,,,4,2,1,1,1,,,2,,,,,,,27
20224,11200560,행당1동,130,9,4,,2,13,1,1,,,,,1,1,,,,,4,30
20224,11215860,구의2동,112,3,2,,1,9,3,2,,,1,,,,,,,,1,24
20224,11215847,자양4동,106,5,2,,1,15,1,,1,,,,1,1,,,,,1,16
20224,11215760,중곡3동,97,3,1,,1,9,,2,,,,,1,,,,,,1,29
20224,11215710,화양동,167,3,5,1,,17,,2,2,1,34,,,1,,,,,2,16
20224,11230740,이문1동,147,5,2,,,13,3,,,2,30,,,,,,,,1,26
20224,11260655,망우본동,238,9,4,1,4,25,1,2,3,4,,,9,,2,,,,2,54
20224,11305545,송중동,212,4,1,,2,18,4,2,,1,2,1,,1,,,,,,69
20224,11305555,송천동,164,9,5,,1,17,,1,2,2,,,2,,,,,,1,24
20224,11350720,상계10동,64,3,,,,1,1,2,1,1,,,,,,,,,,30
20224,11350710,상계9동,78,3,4,,,6,1,3,2,2,,,,,,,,,,18
20224,11350570,월계2동,136,4,,,,5,3,2,3,4,11,,,,,,,,1,64
20224,11350625,중계2?3동,142,7,2,,,10,4,4,1,3,,,,2,,,,,1,39
20224,11380631,신사1동,94,3,,,,8,3,,1,,5,,,,,,,,1,22
20224,11410520,천연동,127,4,1,,,4,,1,1,1,11,,,,1,,,,,44
20224,11440720,성산1동,86,4,2,,,5,1,2,2,1,1,,,,1,,,,,29
20224,11470590,신월4동,63,2,1,,,6,3,1,,,,,,,,,,,,11
20224,11470600,신월5동,54,3,,,1,3,2,1,2,,,,,,,,,,,12
20224,11470670,신정6동,72,7,6,,,2,2,,1,1,,,,,,,,,,31
20224,11500535,등촌3동,184,6,3,1,2,18,2,5,2,4,,,,1,,,,,,55
20224,11500611,발산1동,246,3,9,1,2,33,2,3,4,8,,,1,,,,,,,63
20224,11500630,방화1동,200,2,3,,2,21,4,3,1,3,,,,,1,,,,1,46
20224,11500641,방화3동,83,5,1,,,5,2,3,2,1,1,,,,,,,,1,22
20224,11500591,화곡6동,118,7,5,,,8,2,1,,,9,,,,,,,,,29
20224,11530770,오류1동,122,5,4,,,11,3,1,,,,,,,,,,,1,22
20224,11545710,시흥5동,106,3,,,,16,2,3,,,,,,,,,,,,37
20224,11560560,당산2동,192,6,4,,,20,3,2,2,,,,,,,,,,2,46
20224,11560680,신길6동,123,4,1,,1,14,1,1,,1,,,1,,2,,,,1,29
20224,11590680,신대방2동,109,7,7,1,,16,,1,1,1,,,,,,,,,,29
20224,11620775,난곡동,95,2,1,,,11,2,1,2,1,,,1,,,,,,,28
20224,11620715,난향동,68,1,,,,5,,1,,,,,,,,,,,,34
20224,11650660,내곡동,161,5,1,,1,2,2,1,,,3,,1,,,,,,1,85
20224,11650581,반포4동,130,7,12,1,,12,,,1,,3,,,1,,,,,3,33
20224,11650510,서초1동,194,4,10,,1,14,,2,,,13,,,,,,,,2,38
20224,11650520,서초2동,217,8,26,,,24,,1,1,1,,,,,1,,,,2,47
20224,11650531,서초4동,257,2,13,,1,31,2,2,1,,,,,1,,,,,,36
20224,11680521,논현1동,300,4,15,,4,42,,1,,,,,1,8,,,,,3,23
20224,11680656,도곡2동,118,7,23,,,10,2,1,1,2,,,,,,,,,3,25
20224,11710531,거여1동,48,2,,,,2,,1,,1,,,,,1,,,,1,6
20224,11710680,잠실3동,103,5,9,,,11,1,3,,1,,,,,,,,,,16
20224,11710510,풍납1동,48,3,,,1,6,1,1,,,,,,,,,,,,6
20224,11110710,숭인2동,89,4,3,,1,4,,,,,,,2,,3,,,,2,6
20224,11110690,창신3동,24,3,,,,1,,1,,1,,,,,,,,,1,5
20224,11140625,다산동,86,3,4,,1,9,,1,1,1,,,,,1,,,,1,7
20224,11140665,동화동,47,3,1,,,5,,1,1,,,,,,,,,,2,4
20224,11140580,장충동,63,6,2,,,1,,1,,,3,,,1,2,,,,1,13
20224,11200590,금호1가동,88,2,,,,6,1,1,,1,,,,,,,,,1,45
20224,11200520,왕십리2동,63,2,,,,5,1,1,,,,,,,,,,,1,18
20224,11230536,용신동,231,10,8,1,4,20,1,1,1,1,,,1,,5,,,,5,41
20224,11230750,이문2동,71,2,,,,6,1,1,,,2,,,,,,,,1,17
20224,11230570,전농2동,102,2,2,,,12,3,3,2,1,27,,,,,,,,,15
20224,11230720,휘경1동,82,2,1,,,12,,,,,,,,,1,,,,3,18
20224,11260565,면목본동,168,4,2,,,18,1,2,,,,,13,,1,,,,1,30
20224,11260600,중화1동,79,2,1,,1,7,1,2,2,1,,,,,,,,,,14
20224,11290660,길음1동,129,3,4,,,10,2,3,1,1,,,1,,,,,,1,26
20224,11290780,장위3동,82,1,,,,5,1,2,1,,1,,1,,,,,,,39
20224,11350665,상계3?4동,107,4,1,,,9,3,2,,,1,,,,2,,,,1,11
20224,11350619,중계본동,95,5,2,,,7,3,2,,3,,,,,,,,,,21
20224,11380570,대조동,205,3,5,,1,24,,2,,2,,,,1,,,,,,32
20224,11380632,신사2동,82,4,,,,5,,3,1,1,,,,,,,,,1,35
20224,11410565,충현동,184,9,8,,,7,1,3,1,2,24,,,,,,,,3,58
20224,11440600,대흥동,209,5,5,,,18,,3,1,1,27,,,,3,,,,3,38
20224,11440690,망원1동,95,2,2,,,11,,,,,,,,,1,,,,,23
20224,11440710,연남동,52,2,1,,,2,1,,1,2,,,,,,,,,,23
20224,11440680,합정동,109,4,3,,,10,1,1,1,,,,,,,,,,,32
20224,11470580,신월3동,70,2,1,,,7,1,1,2,3,,,,,,,,,,8
20224,11500620,공항동,176,6,7,1,,11,1,2,2,,4,,,,,21,,,2,39
20224,11500540,화곡1동,226,3,2,,2,26,,2,1,,,,,1,,,,,2,27
20224,11530750,개봉2동,116,3,3,,,10,2,,,,,,1,1,,,,,,26
20224,11530760,개봉3동,81,3,2,,,9,1,3,1,,,,1,1,,,,,,23
20224,11530520,구로1동,88,4,1,,,5,3,1,1,1,,,4,,,,,,,25
20224,11530530,구로2동,197,6,12,1,1,21,1,1,,1,,,7,,16,,,,1,48
20224,11545640,독산4동,64,5,2,,1,4,,1,,,,,,,,,,,,16
20224,11545690,시흥3동,66,3,3,,,5,,1,1,1,,,,,1,,,,,21
20224,11560605,문래동,185,8,9,,,17,,3,2,,,,,,2,,,,1,56
20224,11560650,신길3동,102,3,5,,1,12,3,1,,,,,,,2,,,,,32
20224,11560660,신길4동,43,1,1,,,2,2,1,,,,,,,,,,,,13
20224,11560690,신길7동,78,5,1,,,7,1,1,,,,,,,1,,,,1,32
20224,11590630,사당2동,179,3,2,,,14,,1,1,2,,,,,2,,,,4,36
20224,11590640,사당3동,88,3,1,,,5,,2,1,,3,,1,,,,,,1,30
20224,11590670,신대방1동,83,3,1,,,10,3,1,1,,1,,,,,,,,1,15
20224,11620765,미성동,126,3,3,,1,11,1,2,2,2,,,,,1,,,,,44
20224,11620745,삼성동,94,3,,,,7,,2,,1,,,,,3,,,,,44
20224,11650540,잠원동,135,3,8,,,13,1,1,1,,,,,,,,,,2,23
20224,11680600,대치1동,130,4,11,,,13,1,1,1,2,1,,,,,,,,,24
20224,11680655,도곡1동,142,4,9,1,4,20,2,1,2,1,,,,,,,,,1,27
20224,11680750,수서동,89,3,3,,,11,2,1,1,2,,,,,,,,,2,23
20224,11710580,송파1동,102,2,4,,3,14,1,1,,,,,,,,,,,2,13
20224,11710647,위례동,84,3,1,,,5,2,2,1,,,,,,,,,,,32
20224,11710670,잠실2동,91,4,6,,,14,1,2,2,2,,,,,,,,,1,5
20224,11740540,명일2동,107,3,6,,,18,4,2,,1,,,,,,,,,,18
20224,11740610,천호2동,203,4,3,,1,26,1,1,1,,,,,,3,,,,,22
20224,11110530,사직동,206,18,24,,,15,,1,,1,1,,,3,,,,,2,34
20224,11110615,종로1?2?3?4가동,500,19,35,,,47,1,2,,,4,,1,5,17,,,,5,72
20224,11110515,청운효자동,93,6,3,,,4,1,1,2,2,8,,,,,,,,,26
20224,11110560,평창동,162,6,2,,1,5,1,,,1,2,,,,,,,,,91
20224,11140550,명동,542,20,46,,,35,,1,,,4,,,3,12,,,,1,29
20224,11140605,을지로동,145,5,10,,,13,,,,,,,1,2,3,,,,4,20
20224,11170560,원효로1동,94,6,3,,,6,1,1,,,3,,4,,,,,,,31
20224,11170555,청파동,128,7,2,,1,11,,2,2,4,22,,1,,1,,,,,35
20224,11215850,구의1동,77,2,4,,,9,1,,1,1,,,,,,,,,1,16
20224,11215740,중곡1동,74,2,,,,10,1,,,,,,1,,,,,,,19
20224,11230610,답십리2동,108,3,2,,2,13,3,1,,,,,3,,,,,,,19
20224,11230650,장안1동,192,5,11,,4,26,2,2,2,,,,,,,,,,1,43
20224,11230545,제기동,288,4,5,,1,22,2,2,2,1,1,,3,,14,,,,1,30
20224,11260540,면목4동,61,2,,,,5,1,1,1,,,,,,,,,,1,15
20224,11260680,신내1동,160,3,2,1,,13,2,2,,,,,,,,,,,1,53
20224,11290725,월곡2동,135,6,4,,,12,2,,1,,12,,,,,,,,2,34
20224,11290770,장위2동,89,3,2,,,11,1,3,,,,,,,,,,,1,27
20224,11305660,인수동,175,13,2,1,2,14,2,2,2,,5,,1,,,,,,,57
20224,11320660,쌍문1동,126,6,1,,1,4,1,3,,1,17,,,,,,,,,54
20224,11320670,쌍문2동,87,3,1,,1,10,1,1,1,,,,,,2,,,,,19
20224,11320681,쌍문4동,64,1,,,,4,5,2,2,3,,,,,,,,,,23
20224,11380580,응암1동,133,5,5,,1,20,1,1,1,1,,,,,,,,,,27
20224,11380590,응암2동,91,3,1,,1,10,2,1,,,,,,,,,,,,37
20224,11380690,진관동,242,6,6,,,22,6,6,2,4,,,,1,,,,,1,81
20224,11410690,남가좌1동,94,2,3,,1,9,,1,,,,,1,,1,,,,1,20
20224,11410700,남가좌2동,117,4,4,,,12,4,1,1,,8,,,,,,,,,24
20224,11410620,홍제1동,135,3,2,,,10,2,2,,,1,,,,1,,,,1,40
20224,11410655,홍제2동,56,1,,,,6,3,,,,,,,,1,,,,,15
20224,11440585,도화동,144,4,7,,,15,2,1,,,,,,1,1,,,,1,38
20224,11440610,염리동,52,3,1,,,3,1,1,2,3,,,,,2,,,,,10
20224,11470520,목2동,97,3,2,,1,13,3,1,,,,,,,1,,,,1,18
20224,11470540,목4동,84,3,3,,,9,1,1,1,1,,,,,,,,,,14
20224,11470550,목5동,143,8,9,1,,12,4,3,2,2,,,,,,,,,,52
20224,11470570,신월2동,65,3,1,,,6,1,2,2,,,,,,,,,,,12
20224,11500603,가양1동,279,5,13,,,20,3,1,1,1,,,,1,2,,,,5,69
20224,11500604,가양2동,75,4,3,,,7,3,1,1,1,,,,,,,,,1,14
20224,11530730,고척2동,128,5,2,,1,11,,2,1,1,,,,,,,,,,40
20224,11530510,신도림동,168,5,4,,,12,2,1,1,1,1,,2,1,1,,,,3,43
20224,11530780,오류2동,209,3,1,,1,9,6,3,2,1,,,,,,,,,1,86
20224,11545620,독산2동,73,2,1,,,8,,2,,,1,,,,,,,,,11
20224,11545670,시흥1동,223,9,7,1,2,25,2,3,1,1,,,,,3,,,,1,52
20224,11560540,여의동,399,23,70,1,,44,,2,2,2,,,,1,,,,,5,61
20224,11590660,대방동,199,5,5,,,16,3,3,4,4,,,,,,,,,2,61
20224,11590620,사당1동,126,4,6,,2,12,1,1,,,1,,,1,1,,,,2,13
20224,11590540,상도2동,154,6,3,,,16,1,1,1,,,,1,,1,,,,1,41
20224,11590550,상도3동,113,2,2,,,11,,,1,,,,1,,,,,,,36
20224,11650550,반포본동,33,1,3,,,2,,1,2,2,,,1,,,,,,1,5
20224,11650610,방배2동,114,4,2,,,3,,1,1,1,,,1,,1,,,,1,37
20224,11650652,양재2동,147,2,16,,,11,,1,2,1,,,1,,,,,,1,57
20224,11680565,청담동,288,11,19,,4,27,2,2,1,1,1,,,,,,,,3,23
20224,11710562,방이2동,164,3,5,,,18,,1,1,,,,,,,,,,1,13
20224,11710520,풍납2동,125,5,5,1,,26,2,2,3,1,3,,,,,,,,1,24
20224,11740550,고덕1동,92,3,,,,4,1,2,1,1,,,,,,,,,1,26
20224,11740660,성내3동,136,4,5,,,13,2,,,,2,,,,,,,,1,13
20231,11110680,창신2동,38,2,1,,,5,,,,,,,,,,,,,,
20231,11110530,사직동,206,18,24,,,15,,1,,1,1,,,3,,,,,2,34
20232,11290620,정릉1동,63,2,,,,6,2,,,,1,,,,,,,,,19
20232,11290685,길음2동,112,5,,,3,14,,,,,,,,,,,,,,23
20232,11110680,창신2동,38,2,1,,,5,,,,,,,,,,,,,,
20232,11290725,월곡2동,135,6,4,,,12,2,,1,,12,,,,,,,,2,34
20232,11290770,장위2동,89,3,2,,,11,1,3,,,,,,,,,,,1,27
20232,11215850,구의1동,77,2,4,,,9,1,,1,1,,,,,,,,,1,16
20232,11230545,제기동,288,4,5,,1,22,2,2,2,1,1,,3,,14,,,,1,30
20232,11230610,답십리2동,108,3,2,,2,13,3,1,,,,,3,,,,,,,19
20232,11230650,장안1동,192,5,11,,4,26,2,2,2,,,,,,,,,,1,43
20232,11305660,인수동,175,13,2,1,2,14,2,2,2,,5,,1,,,,,,,57
20232,11170555,청파동,128,7,2,,1,11,,2,2,4,22,,1,,1,,,,,35
